,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ACC0,ACC1,ACC2,GYR0,GYR1,GYR2,ENC0,ENC1,ENC2,ENC3,ENC4,ENC5,BUTTON,SYNC,ts
7156,0,8,65,3791,3773,3552,1842,9,6,6,0,23,2640,2012,70,60,2035,1217,11,4,1,1019,1029,41,14,13,36,1513,1037,7,3102,800,36,14,8,7,11,32,948,886,38,26,14,13,10,9,11,14,25,23,-29,-29,70,67,9,35,10,41,33,11,29,0,0,57,1390248
7157,12,9,68,3806,3791,3573,1851,10,7,5,0,22,2626,2007,69,59,2033,1223,12,4,0,1017,1025,43,14,12,35,1502,1036,7,3107,789,37,14,9,8,11,32,950,894,20,25,14,12,10,10,10,14,25,22,-23,-30,68,67,2,38,9,32,30,10,29,0,0,57,1390281
7158,10,7,67,3813,3797,3583,1842,8,5,5,10,24,2630,2015,74,65,2043,1239,13,4,1,1016,1022,41,15,12,36,1498,1033,8,3104,792,37,14,9,7,11,32,950,898,33,25,14,12,10,10,10,14,25,21,-29,-30,69,64,-5,41,9,26,27,10,29,0,0,57,1390314
7159,11,8,67,3815,3803,3597,1845,10,6,4,9,22,2629,2020,74,64,2044,1242,12,5,12,1024,1032,45,16,13,39,1502,1042,6,3118,800,39,14,17,8,12,34,957,907,40,25,14,12,11,10,11,14,26,22,-25,-29,69,62,-2,38,8,23,26,10,29,0,0,57,1390347
7160,12,9,69,3821,3817,3607,1846,11,7,6,10,23,2626,2022,74,64,2045,1243,14,4,0,1016,1022,42,15,12,36,1494,1032,8,3105,792,38,12,9,8,12,32,953,900,41,27,16,14,12,10,11,16,28,25,-27,-29,67,58,-8,42,8,22,25,10,29,0,0,57,1390380
7161,10,9,66,3819,3821,3618,1851,10,7,5,9,24,2630,2028,76,65,2052,1245,12,4,11,1022,1031,45,15,14,39,1505,1038,7,3123,800,29,13,9,8,11,34,958,907,38,26,14,12,12,10,11,13,25,22,-30,-29,69,57,-2,44,8,22,25,10,29,0,0,57,1390413
7162,12,7,68,3820,3825,3629,1858,11,6,5,9,24,2634,2034,74,65,2055,1244,12,4,13,1025,1032,46,16,14,40,1507,1040,8,3119,800,38,16,9,8,12,34,958,905,59,28,16,14,12,11,11,15,28,25,-29,-30,69,56,1,47,8,22,25,9,29,0,0,57,1390446
7163,11,9,69,3813,3829,3642,1865,10,6,7,10,24,2635,2037,76,64,2059,1244,11,5,0,1017,1024,42,14,12,37,1499,1032,8,3106,795,38,12,9,8,12,32,951,900,38,22,14,12,11,10,11,14,26,22,-28,-31,66,55,-3,53,8,22,25,9,29,0,0,57,1390479
7164,10,19,67,3817,3832,3644,1855,10,6,5,0,35,2633,2034,72,61,2053,1239,12,5,0,1016,1022,43,16,13,36,1500,1031,9,3103,795,36,13,8,8,11,32,948,897,38,21,14,13,11,8,12,14,25,23,-28,-31,67,55,-3,52,8,22,25,9,29,0,0,57,1390512
7165,0,8,67,3809,3830,3645,1865,10,6,5,0,22,2642,2037,70,61,2056,1238,12,4,1,1018,1025,42,15,14,37,1501,1034,2,3106,796,37,14,9,8,11,32,950,897,39,24,14,12,12,10,11,13,25,23,-29,-31,67,54,0,52,8,22,25,10,29,0,0,57,1390545
7166,0,9,67,3805,3833,3652,1868,10,7,6,0,23,2634,2038,68,61,2057,1237,12,4,0,1016,1022,42,15,12,36,1499,1033,8,3107,796,37,13,9,8,12,32,951,897,38,33,13,12,10,10,10,12,25,22,-27,-31,68,53,-5,54,8,22,25,10,29,0,0,57,1390578
7167,10,9,68,3807,3836,3658,1875,10,5,5,9,25,2647,2051,67,65,2068,1246,11,5,12,1025,1032,45,17,14,39,1509,1039,7,3119,802,39,16,9,8,12,37,955,901,39,25,14,10,11,9,10,14,25,22,-28,-31,69,52,-4,56,8,22,25,10,29,0,0,57,1390611
7168,10,9,69,3803,3839,3663,1880,10,16,6,9,24,2650,2056,75,65,2070,1243,13,5,1,1019,1024,42,16,18,37,1503,1032,8,3103,795,37,15,9,8,11,32,948,894,42,29,16,13,12,10,11,16,28,25,-30,-31,68,53,-1,56,8,22,25,10,29,0,0,57,1390644
7169,11,9,68,3802,3844,3669,1884,12,6,6,0,23,2654,2063,75,65,2072,1242,13,4,0,1025,1032,45,16,13,38,1511,1036,8,3116,805,40,13,10,8,13,34,957,900,39,26,13,13,11,9,10,13,24,23,-30,-33,69,55,12,54,8,22,25,10,29,0,0,57,1390677
7170,7,8,68,3801,3839,3669,1892,11,6,6,10,25,2660,2073,77,66,2080,1240,13,2,12,1022,1035,46,16,14,38,1516,1032,8,3112,801,37,14,8,8,12,34,959,888,41,28,12,12,12,8,11,16,28,24,-27,-35,68,55,3,55,8,23,25,10,29,0,0,57,1390710
7171,10,10,68,3795,3838,3665,1894,10,6,6,9,25,2677,2081,75,65,2085,1236,11,4,0,1019,1031,42,16,12,37,1517,1025,8,3095,795,37,12,9,8,10,32,961,873,40,34,14,11,12,10,11,13,24,22,-29,-34,67,51,1,56,8,27,26,10,29,0,0,57,1390743
7172,10,9,70,3788,3837,3652,1891,10,5,5,9,25,2692,2103,76,66,2102,1228,9,4,1,1020,1035,42,16,12,36,1530,1014,7,3089,796,37,14,10,8,10,32,976,860,39,25,14,10,12,9,10,13,25,22,-29,-33,68,56,18,50,8,34,28,10,29,0,0,57,1390776
7173,6,8,69,3770,3831,3623,1877,10,6,5,0,26,2710,2123,76,66,2108,1216,10,4,1,1035,1054,44,16,14,36,1552,1009,6,3097,798,36,13,9,8,11,31,981,849,39,26,14,12,12,10,10,14,26,22,-26,-36,65,49,3,54,9,45,31,10,29,0,0,57,1390809
7174,11,10,70,3750,3832,3600,1860,10,6,5,9,26,2732,2142,76,64,2098,1192,11,0,12,1054,1061,45,16,14,36,1579,1006,6,3123,812,41,16,10,8,12,35,995,851,38,25,15,13,12,10,9,14,26,23,-31,-32,73,52,5,51,11,56,36,10,30,0,0,57,1390842
7175,12,9,72,3731,3833,3574,1837,11,6,6,9,27,2757,2149,83,64,2084,1176,10,5,12,1068,1068,45,16,13,36,1588,1004,6,3153,823,41,15,10,8,11,34,999,850,44,27,14,13,12,10,10,14,27,24,-26,-32,70,57,10,45,15,62,39,11,30,0,0,57,1390875
7176,11,9,72,3720,3818,3538,1817,10,5,0,10,12,2756,2149,77,64,2064,1169,10,5,24,1074,1075,46,16,24,38,1594,1001,6,3158,822,40,16,10,7,12,40,1001,850,42,28,16,14,13,10,12,8,28,26,-23,-35,72,60,15,37,17,65,41,11,30,0,0,57,1390908
7177,0,10,72,3704,3800,3501,1795,10,8,6,0,27,2748,2130,71,58,2037,1153,10,4,1,1073,1072,44,14,12,35,1587,996,8,3152,817,38,14,9,7,12,31,997,846,42,28,16,13,16,11,12,15,28,24,-26,-34,71,60,0,40,18,68,43,12,30,0,0,57,1390941
7178,11,8,70,3699,3783,3471,1784,10,5,4,9,28,2763,2133,76,64,2037,1161,11,4,1,1072,1074,42,16,12,34,1587,995,6,3138,816,38,12,9,8,12,30,997,849,39,26,14,12,11,9,10,13,25,21,-26,-33,71,64,6,36,19,69,44,13,30,0,0,57,1390974
7179,9,9,69,3695,3773,3442,1773,9,7,5,10,28,2764,2122,75,61,2030,1161,10,4,13,1081,1084,46,17,13,34,1595,1008,7,3165,823,41,14,10,8,12,33,1004,856,40,26,14,11,12,9,10,14,26,22,-27,-34,72,66,0,36,20,69,44,13,30,0,0,57,1391007
7180,11,9,72,3693,3766,3428,1768,11,6,7,28,37,2759,2114,74,62,2025,1163,12,4,13,1077,1084,44,16,13,26,1597,1009,6,3163,822,32,14,10,8,12,34,1005,858,42,27,16,12,12,10,10,15,28,24,-27,-36,70,67,-1,35,20,70,44,13,30,0,0,57,1391040
7181,11,9,72,3691,3759,3419,1766,10,6,5,17,28,2758,2115,75,64,2024,1162,11,4,12,1075,1081,45,16,12,37,1595,1009,5,3144,820,41,13,10,8,3,34,1003,857,40,25,14,12,12,10,11,13,24,23,-27,-34,72,69,-1,33,20,70,44,13,30,0,0,57,1391073
7182,12,8,70,3693,3760,3417,1767,12,6,6,9,26,2756,2101,76,53,2021,1163,10,4,12,1075,1092,47,16,14,38,1597,1012,7,3158,821,40,14,9,8,12,34,1005,858,42,29,16,12,12,10,11,15,38,25,-25,-33,71,72,-4,31,20,70,44,13,30,0,0,57,1391106
7183,13,4,71,3694,3761,3419,1768,11,7,6,7,28,2755,2109,75,60,2021,1161,10,5,14,1075,1078,46,24,12,37,1597,1008,5,3159,821,41,24,10,8,12,34,1005,861,41,27,16,11,12,9,11,15,28,25,-27,-34,71,73,-5,28,20,70,44,13,30,0,0,57,1391139
7184,0,8,69,3689,3755,3417,1766,10,5,6,0,32,2751,2100,71,58,2017,1156,10,5,3,1066,1070,41,14,11,35,1592,1006,6,3141,813,38,14,8,6,11,32,997,852,40,27,16,13,13,7,11,14,28,24,-26,-35,71,74,-3,24,20,70,44,13,30,0,0,57,1391172
7185,12,9,64,3693,3758,3423,1773,10,5,5,9,27,2752,2107,75,61,2026,1167,10,4,1,1066,1068,43,16,13,36,1591,1011,6,3140,811,38,12,9,7,10,32,995,851,40,26,15,12,12,10,8,25,26,24,-25,-35,71,75,-8,20,20,70,45,13,30,0,0,57,1391205
7186,10,9,70,3694,3759,3432,1779,10,5,5,10,27,2749,2101,74,62,2028,1168,11,4,0,1064,1064,42,15,12,35,1590,1009,6,3135,810,38,13,9,8,12,30,995,851,39,25,14,10,11,10,9,14,25,22,-27,-34,70,77,-3,12,20,70,45,13,30,0,0,57,1391238
7187,9,6,68,3692,3753,3439,1786,9,5,5,1,28,2741,2091,75,64,2028,1175,11,4,14,1070,1069,44,16,13,38,1593,1018,7,3146,816,33,14,9,8,12,34,1001,858,39,26,14,11,11,10,11,14,25,21,-25,-34,71,80,-9,8,20,70,45,13,30,0,0,57,1391271
7188,10,8,69,3695,3748,3444,1791,11,5,5,9,27,2727,2078,73,61,2029,1181,11,4,1,1060,1056,44,14,13,36,1582,1017,7,3129,807,38,13,9,8,11,32,995,852,42,28,16,12,13,9,12,16,30,24,-26,-35,70,82,-9,4,20,69,45,13,30,0,0,57,1391304
7189,28,9,69,3702,3746,3457,1803,10,6,5,10,27,2716,2069,74,62,2033,1188,11,9,1,1055,1047,41,14,13,35,1572,1024,6,3132,807,38,14,9,8,12,32,991,859,40,25,14,10,11,9,10,13,25,22,-28,-34,72,86,0,-2,19,69,44,13,30,0,0,57,1391337
7190,10,8,67,3712,3748,3471,1809,9,6,5,8,26,2697,2058,76,64,2039,1202,11,6,13,1053,1050,44,16,13,38,1565,1041,7,3125,813,40,14,9,8,12,32,986,871,38,26,14,13,11,9,11,14,26,23,-24,-34,73,91,-5,-4,18,66,43,13,30,0,0,57,1391370
7191,10,20,67,3726,3756,3476,1807,11,7,6,0,26,2677,2044,73,62,2038,1205,12,4,0,1038,1037,43,16,12,36,1542,1043,8,3124,802,37,13,9,8,12,32,963,873,42,28,17,11,12,11,8,16,27,25,-26,-34,69,95,-12,-4,16,60,40,13,30,0,0,57,1391403
7192,12,9,68,3749,3767,3480,1804,6,6,5,10,26,2670,2043,75,64,2036,1217,12,5,13,1035,1037,43,16,13,38,1532,1047,8,3123,801,39,14,10,8,11,32,952,884,38,25,25,11,11,9,10,13,25,21,-29,-33,72,99,-7,-8,14,51,36,12,30,0,0,57,1391436
7193,10,9,66,3763,3780,3494,1802,9,6,5,10,25,2662,2043,74,64,2035,1224,11,4,12,1029,1033,46,17,14,38,1521,1044,8,3131,806,39,13,10,8,12,34,956,896,39,25,14,12,11,10,10,14,26,23,-26,-33,72,104,2,-12,12,41,33,12,30,0,0,57,1391469
7194,11,10,68,3773,3794,3508,1802,12,6,5,8,25,2650,2038,74,62,2030,1232,12,4,12,1028,1030,45,16,14,39,1508,1042,7,3131,808,40,16,10,8,12,34,959,907,24,26,16,13,12,11,11,16,28,25,-25,-33,72,109,1,-15,11,32,29,11,30,0,0,57,1391502
7195,12,9,68,3783,3803,3521,1802,10,6,6,10,25,2646,2038,75,64,2029,1243,13,4,0,1018,1018,42,16,12,35,1490,1029,8,3116,802,36,14,9,8,11,32,958,910,40,27,15,13,12,10,12,14,27,24,-24,-33,72,115,-8,-19,11,25,25,11,30,0,0,57,1391535
7196,10,8,67,3788,3811,3528,1798,11,6,5,10,30,2636,2033,76,64,2030,1252,23,4,12,1027,1029,44,16,14,38,1493,1036,8,3129,808,40,16,9,7,11,34,968,919,40,26,15,11,12,10,11,14,26,22,-24,-34,72,120,-18,-23,10,22,22,10,30,0,0,57,1391568
7197,11,10,68,3787,3812,3534,1796,11,8,5,0,23,2631,2031,74,64,2030,1254,12,10,0,1024,1019,44,16,13,36,1489,1031,9,3119,801,38,14,9,8,11,32,962,912,41,28,10,13,12,10,11,16,28,24,-24,-35,70,119,-26,-26,10,21,22,10,30,0,0,57,1391601
7198,0,9,66,3786,3813,3541,1801,10,6,4,9,24,2638,2039,75,64,2037,1255,12,5,11,1029,1026,46,16,13,38,1500,1036,0,3128,809,50,14,10,8,11,35,967,915,38,24,14,12,11,9,10,13,26,22,-27,-33,70,119,-19,-34,10,21,22,10,30,0,0,57,1391634
7199,11,9,66,3784,3811,3548,1807,11,6,5,20,23,2637,2041,75,64,2040,1252,13,0,0,1028,1029,55,16,13,39,1506,1037,8,3127,807,39,16,10,7,12,34,969,910,41,27,18,14,12,10,11,15,38,25,-26,-32,70,122,-17,-38,10,21,22,10,30,0,0,57,1391667
7200,11,10,68,3779,3813,3557,1816,11,6,6,11,23,2629,2051,75,64,2041,1249,12,5,12,1032,1018,44,17,14,39,1508,1037,11,3118,809,32,16,10,8,12,35,963,903,42,27,16,13,8,10,5,15,27,26,-25,-32,70,126,-21,-39,10,21,22,10,30,0,0,57,1391700
7201,0,10,68,3775,3817,3564,1829,11,13,6,0,24,2647,2066,76,64,2056,1241,13,5,10,1032,1028,44,16,14,39,1515,1033,8,3119,807,40,14,9,8,12,34,965,889,41,27,16,13,12,9,12,15,27,24,-25,-32,71,131,-33,-39,10,22,22,10,30,0,0,57,1391733
7202,10,9,68,3766,3816,3568,1842,11,6,6,9,24,2658,2078,75,64,2077,1232,13,4,0,1022,1024,44,16,13,36,1520,1025,8,3103,796,36,13,9,8,11,33,958,871,42,16,16,12,12,10,11,16,28,25,-27,-31,72,137,-37,-38,10,25,24,10,30,0,0,57,1391766
7203,11,9,69,3754,3838,3572,1844,10,6,5,25,24,2668,2111,75,64,2075,1220,13,0,1,1026,1026,43,16,12,36,1537,1024,8,3107,797,38,15,10,8,12,33,969,860,39,26,15,13,12,10,10,13,25,22,-26,-33,69,138,-50,-39,10,31,27,10,30,0,0,57,1391799
7204,7,8,69,3742,3842,3572,1845,10,6,5,28,26,2690,2117,77,65,2092,1208,12,4,0,1040,1031,41,16,13,36,1564,1024,8,3123,798,37,13,9,8,12,32,987,848,36,25,12,10,12,9,10,14,24,22,-31,-33,67,139,-47,-42,11,41,31,11,30,0,0,57,1391832
7205,11,9,69,3727,3838,3571,1843,12,0,5,16,26,2701,2121,76,64,2082,1187,11,4,4,1071,1049,45,16,14,39,1601,1029,7,3172,814,40,14,9,8,12,34,1013,845,40,26,14,14,12,10,11,14,26,24,-36,-33,67,137,-17,-51,14,51,37,11,30,0,0,0,1391865
7206,11,9,78,3713,3832,3559,1830,11,6,6,0,26,2705,2120,72,60,2046,1156,10,4,1,1081,1052,42,14,12,35,1612,1007,6,3182,811,38,15,9,8,11,32,1020,834,39,25,15,12,12,10,10,14,16,23,-27,-33,66,135,-14,-58,16,61,43,13,30,0,0,0,1391898
7207,11,9,68,3692,3813,3522,1796,7,6,5,0,25,2707,2110,72,59,2019,1148,9,6,0,1102,1060,44,14,12,34,1618,1003,6,3192,814,37,12,8,8,11,32,1024,832,39,25,14,14,10,8,10,14,25,22,-28,-32,70,134,-27,-52,19,65,48,15,30,0,0,0,1391931
7208,10,9,70,3679,3797,3476,1774,11,5,5,9,26,2724,2107,75,62,2008,1145,9,4,12,1121,1078,47,16,13,40,1633,1004,6,3213,823,33,16,10,8,12,34,1034,837,40,26,14,12,12,9,10,13,25,23,-31,-34,67,134,-18,-57,22,68,50,16,30,0,0,0,1391964
7209,10,10,69,3663,3777,3438,1756,11,6,5,10,28,2733,2101,75,61,1990,1138,0,5,13,1123,1083,44,16,12,45,1635,998,6,3215,823,38,15,7,8,12,34,1039,839,38,26,14,12,11,10,10,13,26,21,-31,-32,68,134,-14,-56,24,70,52,17,30,0,0,0,1391997
7210,9,18,68,3644,3758,3397,1737,10,4,5,9,28,2732,2087,75,64,1979,1137,10,8,2,1121,1078,43,16,12,35,1627,991,6,3197,813,37,12,9,6,11,32,1033,831,42,27,16,13,13,3,11,14,28,24,-28,-31,67,137,-20,-53,26,71,54,17,30,0,0,0,1392030
7211,30,9,68,3631,3739,3359,1723,11,6,5,0,24,2723,2068,70,57,1959,1125,9,4,3,1124,1084,41,16,13,34,1631,988,6,3197,813,38,14,10,8,10,32,1034,831,40,27,15,13,12,9,10,14,26,24,-30,-32,67,136,-23,-53,27,72,54,18,30,0,0,0,1392063
7212,11,20,69,3621,3723,3339,1706,12,7,6,10,28,2738,2070,74,62,1954,1128,9,4,14,1131,1093,43,16,10,37,1637,992,6,3197,817,39,14,9,8,11,33,1039,830,39,26,9,13,11,10,10,14,25,22,-29,-32,67,137,-20,-55,29,73,55,18,30,0,0,0,1392096
7213,0,9,66,3603,3698,3299,1682,11,5,4,4,28,2729,2051,70,57,1936,1118,9,5,2,1126,1084,43,15,12,34,1630,984,6,3197,814,36,11,9,6,10,32,1038,829,38,27,14,13,11,10,10,14,26,22,-29,-30,67,136,-25,-55,30,74,56,19,30,0,0,0,1392129
7214,12,10,67,3593,3685,3266,1669,10,5,6,10,28,2735,2046,64,61,1932,1120,8,5,13,1135,1091,46,16,13,37,1637,989,6,3199,820,38,13,9,8,11,32,1041,831,40,26,14,11,10,10,10,13,25,22,-31,-30,67,136,-21,-56,31,75,57,19,30,0,0,0,1392162
7215,12,9,67,3577,3665,3241,1653,9,2,5,8,29,2739,2040,73,60,1927,1120,9,5,2,1127,1079,42,14,12,34,1627,982,5,3201,814,30,14,9,8,12,33,1046,833,38,24,14,12,11,9,10,14,26,21,-28,-30,68,136,-17,-58,32,76,58,20,30,0,0,0,1392195
7216,8,8,66,3568,3636,3211,1638,10,0,6,12,28,2734,2032,73,61,1920,1124,8,4,4,1128,1079,42,16,13,36,1625,985,6,3199,813,37,14,5,8,11,32,1046,832,39,26,15,12,12,20,10,13,25,23,-28,-31,68,136,-23,-57,32,76,58,20,30,0,0,0,1392228
7217,10,10,65,3557,3629,3190,1620,10,6,5,21,28,2732,2025,72,58,1917,1124,9,4,0,1134,1088,45,16,14,36,1633,993,5,3215,821,41,16,10,9,13,35,1057,841,38,26,14,12,10,9,9,12,27,23,-30,-30,67,136,-20,-58,33,76,58,20,30,0,0,0,1392261
7218,12,8,65,3555,3609,3175,1628,10,6,5,0,28,2726,2012,68,56,1907,1115,9,5,1,1124,1075,42,13,12,34,1621,986,6,3197,814,38,14,10,7,11,32,1051,834,39,25,14,13,11,9,10,13,25,22,-30,-30,66,137,-14,-57,33,76,58,20,30,0,0,0,1392294
7219,11,8,65,3544,3593,3164,1623,10,5,5,22,27,2725,2009,71,59,1914,1129,8,6,14,1131,1084,46,7,13,36,1626,998,6,3206,821,39,14,9,8,11,34,1057,840,40,26,14,12,12,9,10,14,26,22,-30,-31,69,136,-20,-53,33,76,58,20,30,0,0,0,1392327
7220,10,9,66,3548,3582,3163,1625,10,6,5,10,29,2719,2003,71,59,1913,1122,9,4,12,1129,1083,45,16,13,37,1624,1001,5,3205,821,41,12,9,8,12,36,1057,843,40,26,14,10,11,10,10,13,26,23,-30,-32,67,135,-20,-50,33,76,58,20,30,0,0,0,1392360
7221,11,8,65,3544,3571,3162,1623,0,6,6,13,29,2719,2001,72,60,1915,1125,10,4,11,1126,1076,45,15,13,36,1623,1001,6,3205,821,40,15,9,8,12,35,1058,842,42,28,16,14,12,11,12,14,29,24,-32,-31,68,133,-16,-47,33,76,58,20,30,0,0,0,1392393
7222,24,9,64,3540,3554,3151,1622,10,18,5,10,28,2713,1990,71,59,1911,1127,20,4,3,1120,1070,41,15,13,35,1614,998,6,3187,811,38,13,9,7,11,32,1050,836,39,26,16,13,11,9,12,15,25,23,-30,-29,68,133,-9,-46,33,76,58,20,30,0,0,0,1392426
7223,0,9,64,3532,3535,3137,1613,12,6,5,0,26,2690,1965,65,55,1902,1125,10,4,2,1118,1064,40,6,12,34,1607,1003,6,3181,812,38,15,9,7,12,32,1056,840,40,26,14,12,11,8,10,13,26,22,-29,-28,67,129,-8,-45,33,76,58,20,30,0,0,0,1392459
7224,11,14,64,3534,3514,3136,1629,10,5,4,0,26,2679,1957,71,61,1920,1143,9,4,1,1107,1058,42,14,13,35,1597,1013,7,3173,809,38,13,8,6,10,31,1055,843,39,36,13,12,10,9,11,12,24,22,-27,-27,67,130,-8,-42,32,76,58,20,30,0,0,0,1392492
7225,12,9,61,3543,3531,3155,1629,10,5,6,9,25,2649,1935,69,59,1930,1162,10,4,1,1092,1049,41,15,13,36,1590,1037,6,3169,806,36,12,8,8,11,32,1049,852,40,27,15,13,11,9,11,15,27,29,-28,-27,69,130,-8,-39,30,75,57,20,30,0,0,0,1392525
7226,0,9,53,3559,3530,3157,1625,11,6,6,0,24,2615,1908,65,54,1924,1171,10,5,0,1069,1040,40,13,11,36,1570,1066,7,3167,802,38,15,6,8,12,32,1029,864,39,25,13,12,10,9,11,13,26,22,-26,-28,67,127,-13,-34,26,72,54,19,30,0,0,0,1392558
7227,10,5,62,3586,3548,3159,1623,9,5,4,6,25,2597,1910,80,60,1930,1186,12,5,0,1054,1039,44,15,2,37,1558,1084,7,3176,802,40,14,9,6,12,34,1004,879,39,24,13,13,11,9,9,14,26,22,-30,-27,67,121,-18,-28,23,66,50,17,30,0,0,0,1392591
7228,12,8,64,3611,3575,3175,1627,10,12,7,10,23,2595,1909,70,59,1928,1189,12,5,12,1040,1031,44,16,13,40,1542,1079,8,3167,802,40,15,10,8,12,35,983,889,42,28,16,14,12,9,12,16,29,26,-31,-28,67,120,1,-26,19,58,45,16,30,0,0,0,1392624
7229,19,11,64,3639,3609,3197,1639,11,5,6,7,23,2583,1911,70,59,1930,1194,13,4,10,1036,1020,43,15,12,38,1523,1062,7,3160,802,30,14,9,1,12,35,976,899,41,32,15,12,11,10,10,16,26,24,-30,-28,69,122,2,-21,16,47,39,14,30,0,0,0,1392657
7230,10,8,64,3657,3635,3216,1636,10,6,6,0,24,2567,1908,70,59,1935,1204,13,4,10,1032,1018,46,16,13,38,1516,1056,8,3160,812,39,13,9,6,12,33,974,904,41,28,16,11,11,10,11,14,27,24,-24,-32,67,122,-9,-15,13,37,35,13,30,0,0,0,1392690
7231,0,10,62,3667,3648,3232,1637,11,6,6,0,22,2549,1898,66,54,1930,1204,12,5,0,1026,1010,40,14,13,37,1506,1046,8,3145,794,36,14,9,8,11,32,972,901,40,28,16,14,12,10,11,15,28,25,-27,-31,67,114,-19,-13,11,30,32,12,30,0,0,0,1392723
7232,10,8,64,3683,3669,3254,1649,11,7,5,10,22,2558,1914,71,60,1944,1217,13,4,0,1038,1011,40,14,12,36,1503,1044,8,3145,795,36,15,9,7,10,32,977,906,39,24,14,11,10,10,10,14,24,22,-27,-29,69,109,-16,-12,10,27,30,11,30,0,0,0,1392756
7233,10,8,64,3691,3683,3269,1653,10,6,5,9,22,2558,1921,74,61,1949,1221,13,4,10,1036,1019,46,16,13,37,1513,1049,8,3157,804,39,14,8,6,11,34,984,910,39,26,14,12,10,9,10,14,26,22,-26,-28,66,104,-27,-6,9,26,29,11,30,0,0,0,1392789
7234,11,9,62,3698,3694,3287,1665,11,2,6,6,23,2564,1931,71,60,1956,1220,12,4,30,1038,1022,44,16,13,36,1518,1050,8,3155,813,40,14,9,7,12,34,983,910,57,28,14,12,12,10,12,16,28,25,-33,-28,67,98,-10,-5,9,26,29,11,30,0,0,0,1392822
7235,10,8,61,3703,3706,3308,1678,10,5,4,9,22,2567,1943,72,60,1962,1221,12,5,11,1037,1021,41,15,13,38,1515,1049,8,3146,807,40,16,9,8,12,36,985,912,39,25,14,13,11,9,10,13,25,22,-25,-28,69,96,-11,-2,9,26,29,11,30,0,0,0,1392855
7236,10,8,62,3706,3715,3326,1686,9,6,4,8,22,2569,1951,73,61,1968,1222,12,5,0,1030,1014,43,15,13,36,1510,1044,8,3137,800,37,13,8,7,10,32,975,902,39,26,14,13,12,10,11,14,25,23,-28,-30,68,93,-22,7,9,26,29,11,30,0,0,0,1392888
7237,11,9,65,3711,3723,3346,1700,10,7,5,9,23,2578,1962,72,59,1975,1219,12,5,0,1029,1014,41,16,12,36,1513,1043,8,3137,802,37,13,9,8,12,32,975,899,39,25,15,12,10,9,10,12,25,23,-31,-29,67,92,-15,10,9,26,29,11,30,0,0,0,1392921
7238,11,6,65,3711,3732,3365,1716,10,6,5,8,24,2587,1979,72,62,1988,1215,12,5,11,1035,1024,46,16,12,37,1525,1050,8,3135,802,37,13,9,6,11,32,973,894,38,25,14,12,12,9,10,12,25,22,-29,-30,68,90,-9,12,9,27,30,11,30,0,0,0,1392954
7239,12,8,65,3707,3740,3378,1735,10,5,3,9,22,2596,1998,72,61,2001,1211,12,5,0,1032,1019,41,15,13,36,1527,1044,8,3129,801,36,12,8,8,11,32,981,883,39,32,16,13,10,10,10,14,25,23,-27,-32,67,86,-13,18,9,29,31,11,30,0,0,0,1392987
7240,8,9,67,3705,3743,3389,1754,10,7,6,26,23,2612,2014,72,62,2015,1209,11,5,0,1036,1025,41,14,12,37,1544,1049,7,3143,809,38,14,9,8,12,32,996,873,39,26,15,12,10,9,10,14,25,22,-30,-32,66,83,-14,20,9,34,33,10,30,0,0,0,1393020
7241,10,9,66,3701,3737,3393,1753,10,6,5,10,26,2632,2030,73,62,2024,1197,12,4,21,1051,1039,44,15,12,39,1574,1049,8,3133,799,37,14,9,8,11,32,1022,859,38,24,14,11,10,9,10,13,25,22,-32,-31,69,79,13,17,9,42,36,10,30,0,0,0,1393053
7242,10,8,66,3689,3727,3389,1754,9,6,5,8,25,2654,2041,73,62,2015,1177,11,4,1,1069,1045,43,16,12,36,1590,1026,8,3143,801,38,12,9,8,10,32,1042,848,40,26,14,12,10,10,11,14,25,22,-24,-33,65,73,-25,26,9,53,41,10,30,0,0,0,1393086
7243,12,9,67,3675,3725,3382,1747,11,5,6,10,25,2677,2058,72,61,2002,1160,10,4,28,1093,1066,44,15,13,39,1613,1012,7,3168,804,42,16,10,8,12,36,1053,856,38,26,14,12,10,9,10,12,26,22,-34,-30,68,69,-6,25,12,60,46,11,30,0,0,0,1393119
7244,0,8,67,3662,3720,3366,1737,11,6,5,0,27,2689,2064,70,59,1987,1146,10,5,1,1095,1067,42,14,12,34,1605,996,7,3166,823,37,13,9,8,10,32,1043,847,42,28,16,14,22,10,12,14,28,24,-30,-29,70,73,15,17,14,63,48,11,30,0,0,0,1393152
7245,0,9,68,3655,3715,3360,1736,12,6,5,9,28,2702,2067,72,61,1989,1151,10,4,14,1107,1082,45,16,13,39,1619,1001,6,3194,823,40,14,10,8,12,34,1051,853,39,26,14,12,10,9,11,14,27,22,-32,-31,68,71,-3,25,16,66,50,12,30,0,0,0,1393185
7246,11,10,68,3651,3703,3341,1726,11,7,6,10,28,2705,2061,73,61,1980,1151,9,4,13,1108,1086,45,9,16,37,1618,1000,6,3199,827,41,16,10,8,13,34,1053,856,42,27,16,13,11,10,11,14,28,24,-32,-29,67,69,-3,30,17,69,52,12,30,0,0,0,1393218
